"issueKey","rule","severity","type","status","component","line","message","effort","tags","createdAt","updatedAt"
"AZxFlRH5D8AIjSwy0Ihr","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","98","Review this call, which partially matches an overload without 'params'. The partial match is 'DocumentFormat.OpenXml.Wordprocessing.Run.Run(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBR21a6jXngCKKS6","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","107","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxGGBR21a6jXngCKKS4","external_roslyn:CA1822","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","125","Member 'CreateExcelDocument' does not access instance data and can be marked as static","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRH4D8AIjSwy0Igv","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","134","Review this call, which partially matches an overload without 'params'. The partial match is 'Worksheet.Worksheet(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igz","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","143","Review this call, which partially matches an overload without 'params'. The partial match is 'void OpenXmlElement.Append(IEnumerable<OpenXmlElement> newChildren)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig1","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","151","Review this call, which partially matches an overload without 'params'. The partial match is 'void OpenXmlElement.Append(IEnumerable<OpenXmlElement> newChildren)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig3","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","153","Review this call, which partially matches an overload without 'params'. The partial match is 'void OpenXmlElement.Append(IEnumerable<OpenXmlElement> newChildren)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig4","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","161","Review this call, which partially matches an overload without 'params'. The partial match is 'void OpenXmlElement.Append(IEnumerable<OpenXmlElement> newChildren)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig6","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","163","Review this call, which partially matches an overload without 'params'. The partial match is 'void OpenXmlElement.Append(IEnumerable<OpenXmlElement> newChildren)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhS","csharpsquid:S1075","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","207","Refactor your code not to use hardcoded absolute paths or URIs.","20min","","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhU","csharpsquid:S1075","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","208","Refactor your code not to use hardcoded absolute paths or URIs.","20min","","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhV","csharpsquid:S1075","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","209","Refactor your code not to use hardcoded absolute paths or URIs.","20min","","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig0","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","212","Review this call, which partially matches an overload without 'params'. The partial match is 'SlideMasterIdList.SlideMasterIdList(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig5","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","280","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Dark1Color.Dark1Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig7","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","281","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Light1Color.Light1Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig8","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","282","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Dark2Color.Dark2Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig9","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","283","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Light2Color.Light2Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig-","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","284","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Accent1Color.Accent1Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0IhA","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","285","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Accent2Color.Accent2Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0IhD","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","286","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Accent3Color.Accent3Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0IhF","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","287","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Accent4Color.Accent4Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhI","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","288","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Accent5Color.Accent5Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhK","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","289","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Accent6Color.Accent6Color(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhL","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","290","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Hyperlink.Hyperlink(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhM","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","291","Review this call, which partially matches an overload without 'params'. The partial match is 'A.FollowedHyperlinkColor.FollowedHyperlinkColor(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhN","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","309","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhO","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","310","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhP","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","311","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhR","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","314","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Outline.Outline(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhW","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","314","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhY","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","315","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Outline.Outline(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhZ","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","315","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Iha","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","316","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Outline.Outline(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihb","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","316","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihc","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","319","Review this call, which partially matches an overload without 'params'. The partial match is 'A.EffectStyle.EffectStyle(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihd","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","320","Review this call, which partially matches an overload without 'params'. The partial match is 'A.EffectStyle.EffectStyle(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihe","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","321","Review this call, which partially matches an overload without 'params'. The partial match is 'A.EffectStyle.EffectStyle(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihf","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","324","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihg","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","325","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihh","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","326","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igl","csharpsquid:S1643","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","352","Use a StringBuilder instead.","10min","performance","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igo","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","361","Review this call, which partially matches an overload without 'params'. The partial match is 'CommonSlideData.CommonSlideData(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igq","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","367","Review this call, which partially matches an overload without 'params'. The partial match is 'GroupShapeProperties.GroupShapeProperties(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igr","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","383","Review this call, which partially matches an overload without 'params'. The partial match is 'SlideLayoutIdList.SlideLayoutIdList(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igm","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","390","Review this call, which partially matches an overload without 'params'. The partial match is 'SlideLayout.SlideLayout(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ign","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","391","Review this call, which partially matches an overload without 'params'. The partial match is 'CommonSlideData.CommonSlideData(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igp","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","397","Review this call, which partially matches an overload without 'params'. The partial match is 'GroupShapeProperties.GroupShapeProperties(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igs","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","415","Review this call, which partially matches an overload without 'params'. The partial match is 'Background.Background(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igt","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","416","Review this call, which partially matches an overload without 'params'. The partial match is 'BackgroundProperties.BackgroundProperties(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igu","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","417","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igw","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","423","Review this call, which partially matches an overload without 'params'. The partial match is 'GroupShapeProperties.GroupShapeProperties(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igx","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","428","Review this call, which partially matches an overload without 'params'. The partial match is 'ColorMapOverride.ColorMapOverride(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igy","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","433","Review this call, which partially matches an overload without 'params'. The partial match is 'void OpenXmlElement.Append(IEnumerable<OpenXmlElement> newChildren)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0IhB","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","453","Review this call, which partially matches an overload without 'params'. The partial match is 'CommonSlideData.CommonSlideData(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0IhE","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","459","Review this call, which partially matches an overload without 'params'. The partial match is 'GroupShapeProperties.GroupShapeProperties(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0IhG","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","468","Review this call, which partially matches an overload without 'params'. The partial match is 'ColorMapOverride.ColorMapOverride(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhH","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","473","Review this call, which partially matches an overload without 'params'. The partial match is 'void OpenXmlElement.Append(IEnumerable<OpenXmlElement> newChildren)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Ig_","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","491","Review this call, which partially matches an overload without 'params'. The partial match is 'A.PresetGeometry.PresetGeometry(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0IhC","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","492","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhJ","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","493","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Outline.Outline(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhQ","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","507","Review this call, which partially matches an overload without 'params'. The partial match is 'A.PresetGeometry.PresetGeometry(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhT","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","508","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0IhX","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","509","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Outline.Outline(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihu","csharpsquid:S107","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","512","Method has 11 parameters, which is greater than the 7 authorized.","20min","brain-overload","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH4D8AIjSwy0Igk","csharpsquid:S1192","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","517","Define a constant instead of using this literal 'en-US' 6 times.","4min","design","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihs","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","522","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Iht","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","534","Review this call, which partially matches an overload without 'params'. The partial match is 'A.PresetGeometry.PresetGeometry(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ih1","csharpsquid:S107","MAJOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","545","Method has 10 parameters, which is greater than the 7 authorized.","20min","brain-overload","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihx","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","554","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxGGBR21a6jXngCKKS9","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","558","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxGGBR21a6jXngCKKS-","external_roslyn:CA1861","INFO","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","566","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array","0min","","2026-01-25T17:34:34+0000","2026-02-10T05:48:00+0000"
"AZxFlRH5D8AIjSwy0Ihy","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","575","Review this call, which partially matches an overload without 'params'. The partial match is 'A.SolidFill.SolidFill(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ihz","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","584","Review this call, which partially matches an overload without 'params'. The partial match is 'A.Paragraph.Paragraph(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
"AZxFlRH5D8AIjSwy0Ih0","csharpsquid:S3220","MINOR","CODE_SMELL","OPEN","Sevrak-LLC_evidence-foundry:Services/OfficeDocumentService.cs","596","Review this call, which partially matches an overload without 'params'. The partial match is 'A.PresetGeometry.PresetGeometry(IEnumerable<OpenXmlElement> childElements)'.","20min","pitfall","2026-01-25T17:34:34+0000","2026-02-10T03:25:11+0000"
